Neighborhoods,Year Built,Years Vacant
Wells Goodfellow,1915,19
Wells Goodfellow,1911,4
Wells Goodfellow,1912,2
Wells Goodfellow,1909,2
Wells Goodfellow,1909,3
Wells Goodfellow,1909,1
Wells Goodfellow,1909,5
Wells Goodfellow,1899,2
Academy,1907,5
Walnut Park East,1924,8
Walnut Park East,1924,8
Walnut Park West,1915,4
Baden,1900,1
Wells Goodfellow,1911,9
Wells Goodfellow,1923,1
Wells Goodfellow,1911,3
Walnut Park West,1931,2
Wells Goodfellow,1924,5
Wells Goodfellow,1925,2
Wells Goodfellow,1926,1
Penrose,1898,2
Penrose,1908,5
O'Fallon,1900,2
Greater Ville,1885,1
Greater Ville,1890,7
Wells Goodfellow,1908,6
Wells Goodfellow,1906,8
Wells Goodfellow,1890,4
O'Fallon,1892,5
Wells Goodfellow,1905,6
Baden,1907,2
Walnut Park West,1922,4
Walnut Park West,1925,8
Walnut Park West,1926,18
Walnut Park West,1926,18
Walnut Park West,1948,5
O'Fallon,1908,5
Greater Ville,1924,5
Greater Ville,1884,4
Academy,1892,1
Hamilton Heights,1913,3
O'Fallon,1915,7
Wells Goodfellow,1908,6
Wells Goodfellow,1911,7
College Hill,1884,1
College Hill,1901,6
O'Fallon,1884,4
Baden,1923,11
Walnut Park West,1913,4
Vandeventer,1892,1
Hamilton Heights,1901,9
Greater Ville,1890,4
Baden,1905,4
Wells Goodfellow,1909,6
Walnut Park East,1905,1
Lewis Place,1894,1
Lewis Place,1894,1
Lewis Place,1894,1
College Hill,1892,10
Greater Ville,1906,1
Baden,1909,16
Hyde Park,1894,1
Hyde Park,1914,9
College Hill,1880,6
College Hill,1915,6
Dutchtown,1895,9
Dutchtown,1902,6
Mount Pleasant,1926,6
Mount Pleasant,1903,8
College Hill,1925,6
O'Fallon,1910,3
O'Fallon,1894,8
O'Fallon,1912,7
Greater Ville,1936,4
Jeff Vanderlou,1907,5
The Ville,1907,3
The Ville,1906,1
Greater Ville,1900,11
Greater Ville,1900,11
Lewis Place,1907,6
Hamilton Heights,1904,6
Hamilton Heights,1909,5
Mark Twain,1915,5
Penrose,1895,2
Penrose,1900,2
Penrose,1912,7
O'Fallon,1907,4
O'Fallon,1907,4
O'Fallon,1904,2
Greater Ville,1908,14
Greater Ville,1904,8
Greater Ville,1926,4
Kingsway East,1895,7
Kingsway West,1913,12
Kingsway West,1935,8
Kingsway West,1935,8
Kingsway West,1913,2
Kingsway West,1910,6
Kingsway West,1905,4
Kingsway West,1892,5
Vandeventer,1886,7
Wells Goodfellow,1911,6
Wells Goodfellow,1910,2
Wells Goodfellow,1924,8
Wells Goodfellow,1897,4
Wells Goodfellow,1899,4
Wells Goodfellow,1904,2
Lewis Place,1904,5
Wells Goodfellow,1905,3
Wells Goodfellow,1923,8
Wells Goodfellow,1901,4
Kingsway West,1907,5
Wells Goodfellow,1923,6
College Hill,1890,6
O'Fallon,1893,4
O'Fallon,1892,5
Kingsway West,1889,5
Wells Goodfellow,1906,3
Walnut Park West,1922,3
Walnut Park West,1949,4
Walnut Park West,1926,4
Hyde Park,1889,12
Dutchtown,1923,7
Kingsway East,1910,4
Academy,1889,11
Academy,1903,8
Academy,1903,8
Baden,1901,1
O'Fallon,1906,8
Walnut Park East,1936,7
Walnut Park West,1928,7
College Hill,1888,10
Greater Ville,1892,8
Vandeventer,1884,6
Walnut Park West,1917,10
St. Louis Place,1905,4
Jeff Vanderlou,1884,6
Lewis Place,1899,3
Academy,1905,2
Academy,1893,7
Jeff Vanderlou,1892,13
Jeff Vanderlou,1907,9
Walnut Park West,1908,8
Walnut Park West,1924,8
Fairground Neighborhood,1895,6
Hyde Park,1884,6
O'Fallon,1894,11
Walnut Park East,1972,10
Jeff Vanderlou,1893,10
College Hill,1875,1
Dutchtown,1895,8
College Hill,1915,12
O'Fallon,1898,5
O'Fallon,1911,7
O'Fallon,1911,7
Greater Ville,1910,1
Covenant Blu-Grand Center,1884,10
Vandeventer,1886,6
Fountain Park,1908,6
Baden,1903,6
Kingsway West,1924,8
Kingsway West,1904,7
Kingsway West,1924,7
Kingsway West,1908,4
Kingsway West,1908,7
O'Fallon,1916,9
Kingsway West,1905,7
Walnut Park West,1930,5
Bevo Mill,1918,5
Mark Twain,1910,5
Walnut Park West,1962,9
Benton Park West,1885,13
Jeff Vanderlou,1890,8
O'Fallon,1912,9
Penrose,1930,26
Kingsway West,1908,9
Baden,1908,4
Jeff Vanderlou,1893,4
Marine Villa,1890,8
College Hill,1893,5
The Ville,1891,1
Greater Ville,1900,7
Greater Ville,1900,7
Kingsway East,1892,7
College Hill,1884,6
Penrose,1911,5
Wells Goodfellow,1908,6
Greater Ville,1903,0
Benton Park West,1929,2
Walnut Park West,1908,11
Mark Twain,1912,13
Walnut Park East,1912,3
O'Fallon,1914,2
Wells Goodfellow,1922,2
Ellendale,1911,6
The Ville,2005,10
Baden,1902,1
Walnut Park East,1909,5
St. Louis Place,1892,5
Academy,1897,11
Jeff Vanderlou,1865,10
Greater Ville,1895,12
Baden,1948,1
Patch,1892,6
Greater Ville,1914,12
Walnut Park West,1908,4
Kingsway West,1897,7
North Pointe,1937,1
Hamilton Heights,1908,2
O'Fallon,1907,9
Greater Ville,1889,4
Dutchtown,1922,9
Walnut Park West,1927,3
Greater Ville,1909,0
Kingsway West,1906,0
Kingsway West,1920,0
Mark Twain,1925,0
Penrose,1909,3
Wells Goodfellow,1919,1
Walnut Park West,1909,4
Walnut Park West,1927,6
O'Fallon,1886,4
Kingsway East,1892,5
Penrose,1914,8
Wells Goodfellow,1906,8
Greater Ville,1892,5
O'Fallon,1895,1
